time,sigma_x,sigma_y,sigma_z,sigma_roll,sigma_pitch,sigma_yaw,sigma_vx,sigma_vy,sigma_vz
1244087256.895000,7.858183,1.838562,2.033549,0.506811,4.071891,3.086962,0.411160,0.422787,0.289206
1244087256.915000,7.855910,1.839815,2.032944,0.506964,4.071822,3.087342,0.411354,0.422645,0.289206
1244087256.935000,7.853641,1.841077,2.032340,0.507156,4.071754,3.087724,0.411518,0.422507,0.289146
1244087256.955000,7.851377,1.842350,2.031734,0.507307,4.071637,3.088098,0.411739,0.422370,0.289116
1244087256.975000,7.849119,1.843633,2.031127,0.507441,4.071523,3.088472,0.411945,0.422231,0.289055
1244087256.995000,7.846864,1.844926,2.030520,0.507614,4.071419,3.088854,0.412061,0.422089,0.288971
1244087257.015000,7.844615,1.846230,2.029912,0.507729,4.071266,3.089231,0.412285,0.421945,0.288929
1244087276.975000,7.842233,1.846450,2.029481,0.507948,4.071163,3.089440,0.412151,0.421796,0.288841
1244087276.995000,7.839854,1.846671,2.029050,0.508113,4.071074,3.089644,0.412019,0.421649,0.288745
1244087277.015000,7.837478,1.846892,2.028619,0.508340,4.070983,3.089866,0.411886,0.421501,0.288659
1244087277.035000,7.835105,1.847114,2.028187,0.508540,4.070861,3.090074,0.411757,0.421358,0.288584
1244087277.055000,7.832736,1.847337,2.027754,0.508700,4.070736,3.090288,0.411624,0.421211,0.288497
1244087277.075000,7.830369,1.847561,2.027320,0.508852,4.070606,3.090501,0.411498,0.421071,0.288418
1244087277.095000,7.828006,1.847785,2.026885,0.508994,4.070492,3.090722,0.411367,0.420925,0.288345
1244087277.115000,7.825646,1.848011,2.026449,0.509086,4.070376,3.090945,0.411237,0.420779,0.288268
1244087277.135000,7.823289,1.848238,2.026012,0.509167,4.070246,3.091166,0.411104,0.420638,0.288191
1244087277.155000,7.820935,1.848467,2.025575,0.509259,4.070144,3.091383,0.410972,0.420499,0.288090
1244087277.175000,7.818583,1.848697,2.025137,0.509401,4.070016,3.091610,0.410848,0.420355,0.288011
1244087277.195000,7.816236,1.848927,2.024698,0.509558,4.069887,3.091838,0.410727,0.420222,0.287920
1244087277.215000,7.813891,1.849159,2.024258,0.509728,4.069784,3.092071,0.410601,0.420085,0.287822
1244087277.235000,7.811549,1.849392,2.023817,0.509898,4.069641,3.092306,0.410486,0.419946,0.287785
1244087277.255000,7.809210,1.849626,2.023376,0.510060,4.069511,3.092538,0.410357,0.419808,0.287697
1244087277.275000,7.806874,1.849861,2.022933,0.510219,4.069382,3.092773,0.410232,0.419673,0.287633
1244087289.634000,7.804694,1.850148,2.022258,0.510432,4.069372,3.092927,0.410112,0.419528,0.287608
1244087289.654000,7.802518,1.850436,2.021583,0.510632,4.069328,3.093074,0.409998,0.419384,0.287604
1244087289.674000,7.800345,1.850724,2.020908,0.510811,4.069319,3.093218,0.409884,0.419239,0.287562
1244087289.694000,7.798176,1.851014,2.020233,0.511032,4.069295,3.093372,0.409764,0.419098,0.287571
1244087289.714000,7.796011,1.851304,2.019559,0.511208,4.069288,3.093520,0.409669,0.418954,0.287588
1244087289.734000,7.793849,1.851596,2.018884,0.511398,4.069290,3.093672,0.409555,0.418811,0.287564
1244087289.754000,7.791691,1.851888,2.018209,0.511585,4.069297,3.093827,0.409448,0.418671,0.287591
1244087289.774000,7.789536,1.852181,2.017534,0.511765,4.069295,3.093984,0.409337,0.418531,0.287603
1244087289.794000,7.787385,1.852475,2.016859,0.511899,4.069277,3.094143,0.409224,0.418389,0.287627
1244087289.814000,7.785237,1.852771,2.016184,0.511971,4.069258,3.094295,0.409114,0.418251,0.287642
1244087289.834000,7.783094,1.853068,2.015508,0.512044,4.069218,3.094452,0.409004,0.418112,0.287742
1244087289.854000,7.780954,1.853365,2.014832,0.512114,4.069190,3.094608,0.408887,0.417974,0.287823
1244087289.874000,7.778818,1.853664,2.014156,0.512148,4.069150,3.094761,0.408780,0.417833,0.287843
1244087289.894000,7.776685,1.853963,2.013479,0.512178,4.069114,3.094925,0.408675,0.417692,0.287819
